id,area,name,category,status,has_tests,user_story,expected_behavior,entry_points,code_refs,gaps,notes,verified,last_updated
F-283,"state-plane","Scope-lease primitive (program-plane, glob-scoped editing leases)","program","partial","true","As an agent doing a long editing session, I want to hold a 30-min heartbeat-renewed lease over a path glob so that other agents do not concurrently edit the same files.","acquireLease/renewLease/releaseLease maintain ~/.autoclaw/programs/<id>/leases.json; conflict = same project + intersecting globs + at least one exclusive; shared-read never conflicts; stale (heartbeat >2x interval) or expired leases are reclaimable; atomic tmp+rename writes; conservative glob-intersection.","acquireLease() | renewLease() | releaseLease() | scopesIntersect() | isStale()/isExpired()/isLive()","src/program/leases.ts:251 | src/program/leases.ts:234 | src/program/leases.ts:183","module is imported only by program-leases.test.ts — NO production wiring (orchestrator/extension use the separate src/orchestrator/scopeLease.ts for file-scope leases instead)","MP-2/LS-1 primitive. The wired 'AutoClaw: Declare File-Scope Lease' command uses orchestrator/scopeLease.ts, a different implementation — this program-plane lease is dormant.",,2026-06-27
F-284,"state-plane","Text recall over memory tiers (token-overlap)","memory","partial","true","As an agent, I want to retrieve relevant consolidated facts by free-text query without embeddings so that recall stays zero-LLM and local-first.","recallQuery scores facts by fraction of query tokens matched in subject+content, filters by tier, excludes superseded facts by default, ranks by score then hotter tier then recency, returns topK.","recallQuery() | recall.query MCP tool","src/skills/recall/query.ts:65 | src/mcp/tools.ts:618","the LIVE recall.query MCP tool (tools.ts) reimplements a separate token scan over dream/MEMORY.md rather than calling recallQuery over the bitemporal fact store — two divergent recall implementations | recallQuery itself has no command/MCP entry point","MCP tool returns not_implemented when no MEMORY.md exists.",,2026-06-27
F-285,"state-plane","VoidSpec sync command + .voidspec/ watcher + dispatch","voidspec","partial","true","As a developer, I want AutoClaw to auto-resync when tasks.yaml changes and dispatch mirrored tasks so that VoidSpec edits flow into the orchestrator hands-free.","watchVoidSpecDir watches .voidspec/ (chokidar with fs.watchFile polling fallback, debounced) and re-syncs on change; dispatchVoidSpecTasks hands mirrored tasks to a runner-voidspec if available, else converts them to native AutoClaw tasks; syncVoidSpecCommand returns a human summary.","syncVoidSpecCommand() | watchVoidSpecDir() | dispatchVoidSpecTasks() | autoclaw.voidspec.sync","src/voidspec/dispatch.ts:341 | src/voidspec/dispatch.ts:181 | src/voidspec/dispatch.ts:107","VF-3 (BACKLOG): runner-voidspec dispatch runner not implemented (blocked on VoidSpec API) — dispatch always falls back to native conversion | watchVoidSpecDir is exported but the extension command only does a one-shot sync; no production caller auto-starts the watcher","Native fallback path fully works; runner path is a seam only.",,2026-06-27
F-286,"state-plane","Workspace-local program scope registry (add/remove repos)","program","partial","true","As a developer managing several sibling repos, I want to register them as one program so that AutoClaw treats them as a single fleet and can roll up status across them.","addRepoToProgram/removeRepoFromProgram mutate .autoclaw/program/registry.json (a workspace-local JSON listing participating repos by absolute path); ensureProgramRegistry seeds the host workspace as the first member; idempotent, case-insensitive de-dup on Windows.","addRepoToProgram() | removeRepoFromProgram() | ensureProgramRegistry() | addRepoToProgramCommand() (unwired)","src/program/registry.ts:165 | src/program/registry.ts:119 | src/program/registry.ts:464","addRepoToProgramCommand() is a headless function with a TODO(extension.ts) to register the 'autoclaw.addRepoToProgram' command and contributes.commands entry — neither exists in package.json/extension.ts | the wired 'autoclaw.program.create/join/leave' commands use the DIFFERENT user-global program-plane.ts, not this registry","Core lib fully tested (programRegistry.test.ts) but the user-facing command is never registered; distinct from src/program-plane.ts.",,2026-06-27
F-287,"state-plane","Bi-temporal fact schema + supersession chains","memory","complete","true","As an agent recording learned facts, I want append-only bi-temporal facts with supersession so that history is preserved and I can answer 'what did we believe about X as of date D'.","createFact builds a fact with valid_from/recorded_at axes; supersede closes a predecessor (sets superseded_by + valid_to) returning fresh objects; resolveChain walks chains with cycle detection; currentFact returns the live head; never deletes.","createFact() | supersede() | resolveChain() | currentFact()","src/memory/bitemporalFact.ts:130 | src/memory/bitemporalFact.ts:197 | src/memory/bitemporalFact.ts:231","","C4. Consumed by the /dream consolidation pipeline (skills/dream/pipeline.ts) and the recall query layer.",,2026-06-27
F-288,"state-plane","Budget ceiling (cost + wall-clock instrument with HALT enforcement)","budget","complete","true","As an operator running an autonomous fleet, I want a spend/time ceiling that halts the fleet when breached so that runaway agents can't burn money or time unbounded.","checkBudget reads .autoclaw/orchestrator/budget.json, sums spend from the LLM cost ledger, measures wall-clock since an armed-at marker (survives restarts), and returns a queryable BudgetStatus; enforceBudget engages the fleet HALT switch once when a bound is breached; absent config ⇒ enabled:false no-op (opt-in).","checkBudget() | enforceBudget() | armBudgetClock() | evaluateBudget() | resetBudgetClock()","src/budget/ceiling.ts:115 | src/budget/ceiling.ts:141 | src/orchestratorLoop.ts:656","","Wired into the orchestrator loop (orchestratorLoop.ts:656 calls enforceBudget); reuses CostLedger + fleetHalt. Opt-in via budget.json.",,2026-06-27
F-289,"state-plane","Evidence capsules (durable replayable run handles)","evidence","complete","true","As a fresh-context verifier, I want a durable bundle of each review cycle (verdict, acceptance recipe + results, timing, artifact pointers) so that I can re-inspect or replay a vote without re-running the whole review.","buildCapsule (from a ConsensusResult) / captureCapsule (from a raw run) mint a stable run-<ts>-<hex> id and bundle gate recipe+results; writeCapsule persists atomically to consensus/results/; readCapsule/listCapsules fetch by handle/task; summarizeCapsule one-lines it.","buildCapsule() | writeCapsule() | readCapsule() | listCapsules() | GET /api/v1/capsules[/<run-id>]","src/evidence/capsule.ts:112 | src/evidence/capsule.ts:247 | src/bridge.ts:568","","Wired: minted+written on every consensus evaluate (bridge.ts:568), surfaced via HTTP bridge /api/v1/capsules (bridge.ts:604) and boardWriter.ts:318.",,2026-06-27
F-290,"state-plane","Fact provenance (verified_by / 5-stage discipline)","memory","complete","true","As a memory reader, I want every fact to carry why it is believed so that a verified observation outranks an unverified guess.","Provenance with method (session|tool_result|command|user|unverified); provenanceOf treats absent provenance as unverified; isVerified ranks facts; createFact leaves verified_by absent unless supplied to stay byte-compatible with pre-MEM-1 output.","provenanceOf() | isVerified() | createFact() verified_by","src/memory/bitemporalFact.ts:161 | src/memory/bitemporalFact.ts:170 | src/memory/bitemporalFact.ts:44","","MEM-1 marked done in BACKLOG (079bacc). Tested via memory-provenance.test.ts (dream pipeline extract path).",,2026-06-27
F-291,"state-plane","Per-agent reputation ledger (track-record recording)","reputation","complete","true","As an orchestrator, I want every reviewed-task outcome (agent, verdict, gate-pass, phase) recorded to an append-only ledger so that I can later prefer agents with a proven track record.","recordTaskOutcome/recordOutcomeOnce append to .autoclaw/orchestrator/comms/reputation/outcomes.jsonl; recordOutcomeOnce dedups per (task_id, agent_id) since consensus evaluate is polled; isSuccess = approved AND gate not red.","recordTaskOutcome() | recordOutcomeOnce() | isSuccess()","src/reputation/ledger.ts:83 | src/reputation/ledger.ts:114 | src/bridge.ts:577","","REP-1. Writers wired in two places: extension.ts:3948 (orchestrate review) and bridge.ts:577 (consensus evaluate).",,2026-06-27
F-292,"state-plane","VoidSpec tasks.yaml ↔ AutoClaw bidirectional sync","voidspec","complete","true","As a spec-driven developer, I want my VoidSpec tasks.yaml kept in sync with AutoClaw execution state so that spec (what) and execution status (how far) stay consistent without manual copying.","syncVoidSpec parses tasks.yaml (hand-rolled YAML subset), mirrors tasks into the VS-<id> shared namespace, and applies the conflict rule: VoidSpec wins title/desc/deps, AutoClaw status is written back into tasks.yaml when it differs; returns added/writtenBack/conflicts counts and rewrites the file preserving formatting.","syncVoidSpec() | parseVoidSpecYaml() | applyStatusWriteBack() | autoclaw.voidspec.sync command","src/voidspec/sync.ts:255 | src/voidspec/sync.ts:61 | src/voidspec/sync.ts:351","VF-1 (BACKLOG): hand-rolled parseVoidSpecYaml should be replaced by a real YAML parser — edge cases (nested/multiline) unsupported","Wired: autoclaw.voidspec.sync command registered in extension.ts:812 + package.json:354.",,2026-06-27
F-293,"ui","Fleet panel provider (sidebar WebviewView)","webview UI","partial","true","As a developer, I want a dedicated Fleet sidebar view so that I can watch agent cards, the subagent tree, awaiting-you, activity, cost ledger, and LMD health.","FleetPanelProvider (viewType 'autoclawFleet') renders media/panel/fleet.* with CSP nonce, polls gatherFleetData (default 15s) plus a board.json FileSystemWatcher fast-path, and exposes registerFleetPanel + an autoclaw.fleet.refresh command.","registerFleetPanel(context) | FleetPanelProvider.viewType='autoclawFleet' | autoclaw.fleet.refresh","src/panel/fleetPanel.ts:102 | src/panel/fleetPanel.ts:319 | src/panel/fleetPanel.ts:14","NOT wired: extension.ts never calls registerFleetPanel, package.json has no 'autoclawFleet' view, and autoclaw.fleet.refresh is not a contributed command. The module's own header TODO(extension.ts) is unresolved. | Live sidebar role is filled by KDreamViewProvider instead.","The pure builders/data layer it depends on ARE tested (fleet-panel.test.ts), but the provider itself is dead code in the shipped activation path. Its fleet.* assets are reused by the Manager Surface.",,2026-06-27
F-294,"ui","Fleet status-bar presence indicator","status bar UI","partial","true","As a developer, I want a status-bar item summarizing fleet presence so that I see at a glance how many agents are working / need review / are down, and can click to open the panel.","FleetStatusBar shows '$(rocket) AutoClaw: N working, M need review', a multi-line tooltip, and an attention background colour (warning when reviews pending, error when agents down). Refreshes from gatherFleetData on a 15s poll; clicking fires autoclaw.openFleetPanel.","registerFleetStatusBar(context, opts) | FleetStatusBar.start() | formatPresenceText/presenceTooltip/presenceColorKey","src/statusbar/statusBar.ts:50 | src/statusbar/presenceFormat.ts:22 | src/statusbar/statusBar.ts:125","NOT wired: extension.ts never calls registerFleetStatusBar (header carries an unresolved TODO(extension.ts)). | Click command autoclaw.openFleetPanel is not a contributed command in package.json.","Pure formatters fully unit-tested (presenceFormat.test.ts). MEMORY notes 'wired the dead FleetStatusBar' but current code in this dir shows no activation call — treat as unwired pending verification.",,2026-06-27
F-295,"ui","Full-tab Manager Surface","webview UI / command","partial","false","As a human overseeing many agents, I want a roomy full-screen oversight tab so that the cramped sidebar board is usable when several agents/sessions are live.","autoclaw.manager.open creates (or reveals) a singleton WebviewPanel editor tab that reuses the shared media/panel/fleet.* render stack and gatherFleetData. Polls every 5s while visible, refreshes on focus, attaches board.json, and forwards Command-Center + per-agent C&C button messages to autoclaw.fleet.* commands.","autoclaw.manager.open | openManagerPanel() | registerManagerPanel(context)","src/manager/managerPanel.ts:117 | src/manager/managerPanel.ts:211 | package.json:105","No dedicated managerPanel test (relies on fleet-panel.test.ts covering the shared data/render layer). | Reuses fleet.js which does not render a cloud/remote-agents section.","Reached from the sidebar via the openManagerWide message. Distinct WebviewPanel (editor tab) vs the sidebar WebviewView.",,2026-06-27
F-296,"ui","Remote-agents / cross-project cloud section builder","internal subsystem","partial","true","As an operator running agents across machines/repos, I want a Remote Agents table and cross-project rollup so that I can see fleet activity beyond the current repo with honest relay posture.","buildCloudSection produces a per-agent remote table (with machine column), a per-repo rollup from .autoclaw/program/registry.json, and a relay status view that says plainly when the relay is inert. Works fully offline.","buildCloudSection() | remoteAgentStatus() | CloudSectionModel","src/panel/cloudSection.ts:346 | src/panel/cloudSection.ts:167 | src/panel/cloudSection.ts:98","Builder is exported and unit-tested (cloudSection.test.ts) but NOT consumed by any panel: gatherFleetData does not call it and media/panel/fleet.js render() has no remote-agents/cloud section. No renderer surfaces it to a user.","Effectively an unwired UI capability — present at the data layer only.",,2026-06-27
F-297,"ui","Responsive dashboard layout + Command Center action toolbar","webview UI","partial","false","As a developer resizing the panel, I want the dashboard to reflow into responsive bands and surface a fleet-action toolbar so that it stays usable in a narrow sidebar or a wide editor tab.","media/panel/fleet.css uses container-query bands (auto-fit wide, 2-up mid, single stacked narrow). media/panel/fleet.js wires a 'Command Center P1' toolbar whose buttons (add-team, join-prompt, invite, admit, decline) post messages the host maps to autoclaw.fleet.* commands.","media/panel/fleet.js wireAction() | media/panel/fleet.css responsive band | btn-add-team/btn-invite-agent/...","media/panel/fleet.js:524 | media/panel/fleet.css:469 | src/manager/managerPanel.ts:146","The fleet.* assets only ship live via the Manager Surface (and the unwired FleetPanelProvider); the sidebar kdream dashboard uses its own kdream-dashboard.* assets. | No CSS/JS-level automated test for the responsive bands.","Matches the 'responsive/command-center' hint; lives in the shared fleet webview assets.",,2026-06-27
F-298,"ui","AutoClaw kdream sidebar dashboard (primary fleet panel)","webview UI","complete","true","As a developer running a multi-agent fleet, I want a live sidebar dashboard so that I can see agent presence, the agendaboard, items awaiting me, and fleet health without leaving my editor.","An activity-bar container 'AutoClaw' hosts the 'kdreamDashboard' webview. It renders quick actions (Launch Skill / Refresh / Export), fabric health badges (bridge + kg), presence, orchestrator/board, awaiting-you, agent cards, sessions, and a version/branch footer. Auto-refreshes on a configurable interval (autoclaw.kdream.refreshInterval, default 30s) and on demand.","kdreamDashboard.focus (view) | KDreamViewProvider.viewType='kdreamDashboard' | refreshDashboardData() | refreshOrchestratorData()","src/extension.ts:2242 | src/extension.ts:1185 | package.json:500","","Primary live fleet UI (this is the docked sidebar, not FleetPanelProvider). HTML built in extension.ts _getHtmlForWebview; webview logic in src/webview/kdream-dashboard.js (outside the surveyed dirs). Rendering helpers in src/webview-render.ts covered by webview-rendering.test.ts.",,2026-06-27
F-299,"ui","Dashboard message bus (webview→host command router)","webview UI / internal","complete","true","As a user clicking buttons in the dashboard, I want each action to drive a real extension command so that the panel is interactive, not decorative.","The webview onDidReceiveMessage switch maps ~25 message commands to actions: launchSkill, markTaskComplete (edits MEMORY.md), scanTodos, exportSnapshot, replyAwaiting, castVote, openAwaitingFile, openSession, persistFilterState/getFilterState, enableKg/openKgDoctor, openManagerWide, inviteAgent/admitAgent/declineAgent/addTeam/generateJoinPrompt, and LANE-B per-agent message/pause/resume/reassign/evict.","webviewView.webview.onDidReceiveMessage | handleReplyAwaiting | handleCastVote | handleOpenSession","src/extension.ts:2264 | src/extension.ts:2409 | src/extension.ts:2432","","Per-agent C&C buttons forward to autoclaw.fleet.* commands registered elsewhere. Review-decision (castVote) and reply paths write consensus/inbox files.",,2026-06-27
F-300,"ui","Fleet read-only data gatherer","internal subsystem","complete","true","As the panels, I want a read-only file-I/O data layer so that the dashboard reflects current .autoclaw orchestrator state cheaply without LLM/network calls.","gatherFleetData walks .autoclaw/orchestrator (registry, heartbeats, inboxes + _state, claims, sprint YAMLs, cost ledger), reads beacons, fleet manifest, invites, pending agents, and supervisor lease/cluster-map, and returns the inputs the pure builders consume. Strictly read-only and BOM-tolerant.","gatherFleetData() | commsDir() | orchestratorDir()","src/panel/fleetData.ts:1 | src/panel/fleetData.ts:44 | src/panel/fleetData.ts:31","","Used by kdream/manager/status-bar/fleetPanel. Tested via fleet-panel.test.ts.",,2026-06-27
F-301,"ui","Getting-started walkthrough","onboarding UI","complete","false","As a new user, I want a guided walkthrough so that I can build my first agent team (add a team, invite an agent, generate a join prompt, open the panel) without reading docs.","VS Code contributes the 'autoclaw.fleet.getStarted' walkthrough with 4 steps (overview, add-team, invite, panel) backed by media/walkthrough/*.md; step buttons run autoclaw.fleet.addTeam / invite / joinPrompt and completion events fire on those commands and on opening kdreamDashboard.","walkthrough autoclaw.fleet.getStarted | command:autoclaw.fleet.addTeam | command:kdreamDashboard.focus","package.json:514 | media/walkthrough/overview.md | media/walkthrough/panel.md","Walkthrough content is declarative (markdown + command links); no test asserts the steps or their command links.","Contributed via package.json; assets in media/walkthrough/.",,2026-06-27
F-302,"ui","Health grid / fabric health badges","webview UI","complete","true","As an operator, I want LMD health and fabric (bridge + KG) health surfaced so that I can tell when an agent is degraded or a subsystem is off/poll-only.","The dashboard renders an LMD health grid (green/amber/red per agent with last-seen, queue depth, missed beats) and fabric health badges; clicking the KG badge enables the in-process KG or opens doctor depending on state. Health may come from a live healthSupplier or be derived from heartbeat ages.","buildHealthGrid() | renderFabricHealth() | kgClickCommand()","src/views/fleetViewModelBuilders.ts:235 | src/webview-render.ts:1368 | src/extension.ts:2391","","Fabric-health rendering helpers tested in webview-rendering.test.ts; health-grid builder in fleet-panel.test.ts.",,2026-06-27
F-303,"ui","Intelligence metrics dashboard webview","webview UI","complete","false","As a developer using the intelligence layer, I want a metrics dashboard so that I can see token savings, kept-rate trends, backend/health status, and run learn/index/search/rag with one click.","A second webview ('autoclawIntelligenceDashboard') under the AutoClaw container renders summary cards, a kept-rate line chart and a Real-vs-Estimated token bar chart in pure Canvas, a backend online pill + Deploy CTA, and a health card with whitelisted one-click remediation nudges. Buttons drive autoclaw.intelligence.* commands; auto-refreshes after a learn run via a refresh command and a token-metrics.json file watcher.","registerIntelligenceDashboard(context) | autoclaw.intelligence.dashboard.refresh | IntelligenceDashboardProvider.viewType='autoclawIntelligenceDashboard'","src/views/intelligenceDashboard.ts:93 | src/views/intelligenceDashboard.ts:347 | package.json:507","No provider-level test for IntelligenceDashboardProvider; only the underlying metrics store (getDashboardData) is unit-tested (intelligence-metrics-store.test.ts).","Health-action commandIds are whitelisted against HEALTH_ACTIONS so the webview cannot invoke an arbitrary command. Wired and rendered live.",,2026-06-27
F-304,"ui","Per-agent command & control (LANE B) buttons","webview UI / command bridge","complete","false","As a single operator, I want per-agent message/pause/resume/reassign/evict buttons in the dashboard so that I can steer individual agents locally.","Card-detail buttons post {command, agentId, sessionId} which both the kdream dashboard and the Manager Surface forward verbatim to autoclaw.fleet.messageAgent/pauseAgent/resumeAgent/reassignAgent/evict (evict opens a required modal). Local single-operator only — no relay path.","autoclaw.fleet.messageAgent | autoclaw.fleet.pauseAgent | autoclaw.fleet.evict","src/manager/managerPanel.ts:162 | src/extension.ts:2432 | media/panel/fleet.js:524","The UI surfaces forward these; the autoclaw.fleet.* command implementations live outside src/views|panel|statusbar|manager (e.g. fleet command module) and are covered by their own tests (evict.test.ts), not by a UI-layer test.","Two UI surfaces (sidebar + manager tab) share the same forwarding contract.",,2026-06-27
F-305,"ui","Pure fleet view-model builders","internal subsystem","complete","true","As the panel renderers, I want vscode-free pure builders so that raw .autoclaw comms files become render-ready models that are unit-testable without a VS Code host.","buildFleetDashboard composes buildHealthGrid, buildAgentCards, buildAgentTree, buildAwaitingYou, buildActivityFeed, buildCostLedger, buildPresence, buildSupervisorStatus, buildPending, mergeFleetHeartbeats, and relativeAge from raw heartbeats/profiles/messages into a FleetDashboardModel.","buildFleetDashboard() | buildPresence() | buildHealthGrid()","src/views/fleetViewModelBuilders.ts:773 | src/views/fleetViewModelBuilders.ts:627 | src/views/fleetViewModel.ts:34","","Extensively covered by fleet-panel.test.ts (10+ builder assertions). Shared by FleetPanelProvider and Manager Surface.",,2026-06-27
F-306,"ui","Section search / filter component with persisted state","webview UI","complete","false","As a user with many agents/sessions, I want per-section search, sort, and filter chips so that I can find rows quickly, with my filter state remembered.","section-search.js adds a per-section search/sort/chip bar (auto-hidden when <=5 items) loaded by the kdream dashboard; filter state round-trips to disk via persistFilterState/getFilterState messages writing .autoclaw/orchestrator/filters/<section>.json.","src/webview/section-search.js | persistFilterState (message) | getFilterState (message)","src/webview/section-search.js:1 | src/extension.ts:2357 | src/extension.ts:2372","No automated test for the section-search component or the filter persistence round-trip.","Webview asset lives in src/webview (copied to out/webview by scripts/copy-webview.js); host-side persistence handled in the kdream message bus.",,2026-06-27
F-307,"ui","Snapshot export + TODO scan + mark-task-complete actions","command / webview action","complete","false","As a user, I want quick-action buttons to export a fleet snapshot, scan the workspace for TODO/FIXME, and check off MEMORY.md tasks so that common housekeeping is one click from the panel.","The quick-actions bar / dashboard buttons trigger autoclaw.exportSnapshot, a scanWorkspaceForTodos pass (posts updateTodos back to the webview), and markTaskComplete which rewrites '[ ] task' to '[x] task' in MEMORY.md and re-refreshes.","autoclaw.exportSnapshot | scanTodos (message) | markTaskComplete (message)","src/extension.ts:2312 | src/extension.ts:2301 | src/extension.ts:2277","markTaskComplete / scanTodos message handlers have no direct UI-layer test.","exportSnapshot also exists as a palette command (package.json) keeping button and command in lockstep.",,2026-06-27
F-308,"workflows","Visual Workflow Lab webview (WL-5)","ui","missing","false","As a workflow author, I want a full-tab visual node-graph editor with a side inspector to view/edit workflows and run summaries, so that I can build and inspect workflows without hand-editing JSON.","Per spec: an `AutoClaw: Workflow Lab` open command rendering a dense node graph + inspector, loading fixtures and run summaries, with graph editing.","(intended) command: AutoClaw: Workflow Lab | (intended) src/views/workflowLab.ts","docs/specs/recursive-workflow-lab/tasks.md:761 | docs/BACKLOG.md:28","No src/views/workflowLab.ts, no media/workflow-lab/* assets, no full-tab webview, no graph editing. Only the headless run command (autoclaw.workflowLab.run) exists. | BACKLOG row QLT/WL-1 is marked 'open' and the visual editor / workflow packs / Pro-Teams surfaces are not built.","WL-5.1/5.2 are 'open' in tasks.md. The implemented WL surface is headless only (command + CLI).",,2026-06-27
F-309,"workflows","Intent-aware local/LAN/cloud model router (WL-2)","internal/routing","partial","true","As a workflow author, I want model selection by intent + routing profile (cheap/balanced/quality/local-only/air-gapped/release-critical) with privacy localities, escalation on repeated failures, and a ZippyMesh recommendation hook, so that workflows pick the cheapest eligible local model first and only escalate to cloud when justified.","routeWorkflowIntent() filters candidates by health, allowed locality (local-only/air-gapped force local; cloud reserved until escalation or quality/release-critical profile), cost ceiling, context window, and intent-derived capabilities; honors a recommendModel() override when its pick is eligible; falls back when no candidate has all capabilities (if allowed); scores survivors by benchmark/reputation/context/latency/profile and returns the selected model + rejected list + reason.","routeWorkflowIntent()","src/workflows/intentRouter.ts:62 | src/workflows/intentRouter.ts:114 | src/workflows/intentRouter.ts:183","Standalone and unwired: nothing in runner.ts/state.ts/command.ts/nodes calls routeWorkflowIntent; the runner's agent node delegates routing entirely to whatever ModelProvider is injected (default mock). No real candidate-model source feeds it in production.","Tested by src/test/workflow-intentRouter.test.ts. A complete, well-tested WL-2 routing brain that has no production caller yet.",,2026-06-27
F-310,"workflows","Model/agent node executor seam","internal/node-executor","partial","true","As a workflow author, I want an agent/model node that asks a pluggable ModelProvider for a completion and records a content-free decision (provider/model/locality/selectionReason/cost), so that model usage is auditable without leaking prompts.","runModelNode() calls ctx.deps.modelProvider.complete with intent/profile/prompt/iteration, returns produced text + routing metadata as output and a content-free model decision + costCents. Default provider is the offline zero-cost defaultMockModelProvider (escalates mock-fast->mock-strong on iteration>=1).","runModelNode() | defaultMockModelProvider | refusingCommandRunner","src/workflows/nodes/modelNode.ts:29 | src/workflows/state.ts:398 | src/workflows/state.ts:419","NOT wired into the runner: runner.ts's 'agent' case (runner.ts:59) inlines its own modelProvider.complete call and never invokes runModelNode. So mockResponseText short-circuit and this module's exact output shape are not used in real runs.","Tested by src/test/workflow-gateNode.test.ts. Real provider wiring (Ollama/LM Studio/ZippyMesh/cloud) is deferred to WL-2 per the file header; only the mock provider ships.",,2026-06-27
F-311,"workflows","Tool node executor seam (mock/shell/test/mcp/action)","internal/node-executor","partial","true","As a workflow author, I want a tool node seam that runs deterministic actions via an injectable CommandRunner, so that workflows can run shell/test/MCP/structured actions safely and mockably.","runToolNode() handles kind 'mock' (returns mockOutput or simulates mockFailure) and routes shell/test/mcp/action through ctx.deps.commandRunner; missing command -> tool_format_invalid; timeout -> budget_exhausted; nonzero exit -> test_failure (kind 'test') or tool_action_illegal.","runToolNode()","src/workflows/nodes/toolNode.ts:43 | src/workflows/nodes/toolNode.ts:20","NOT wired into the runner: runner.ts implements its own inline tool executor (runner.ts:76-96) and never calls runToolNode. mcp/action kinds have no real MCP/adapter dispatch — they just go through CommandRunner like shell. | mockExitCode field declared but unused.","Tested by src/test/workflow-gateNode.test.ts (shared file). A correct, tested seam that the production runner bypasses.",,2026-06-27
F-312,"workflows","Workflow contract preflight validation","internal/validation","partial","true","As an operator, I want a contract preflight that checks required tools/models/permissions are available and that no node writes to a no-touch invariant glob, so that a workflow is rejected before running if its declared capabilities or scope guarantees can't be met.","validateWorkflowContract() requires a contract (else contract.missing), validates inputs/outputs/successCriteria non-empty with unique ids, checks required tools/models/permissions against an availability context emitting allow/deny PolicyDecisions, and flags write nodes whose target file matches an invariant noTouchGlob (scope_conflict). summarizeWorkflowContract returns counts/ids. globMatches supports * and **.","validateWorkflowContract() | summarizeWorkflowContract()","src/workflows/contracts.ts:79 | src/workflows/contracts.ts:288 | src/workflows/contracts.ts:404","Not invoked by the runner — runWorkflow only calls validateWorkflow, not validateWorkflowContract, so contract/invariant/permission preflight is NOT enforced during an actual run. Only the tests harness and simulate consume it.","Tested by src/test/workflow-contracts.test.ts. Solid preflight logic with no execution-time enforcement hook.",,2026-06-27
F-313,"workflows","Workflow simulation / dry-run planner","internal/analysis","partial","true","As a workflow author, I want a dry-run that reports the likely execution path, blocked nodes, missing tools, eligible models, estimated cost/duration ranges, write-permission summary, and human-approval points, so that I can understand and de-risk a workflow before executing it.","simulateWorkflow() runs validate + contract preflight, computes likelyExecutionPath (topo order), lists missing required tools, finds eligible models honoring routing-profile/privacy localities, summarizes write nodes and whether they need approval, surfaces policy blocks, and returns min/max cost+duration estimates scaled by node count and max iterations.","simulateWorkflow()","src/workflows/simulate.ts:47 | src/workflows/simulate.ts:167 | src/workflows/simulate.ts:204","Pure library function with no command/MCP/CLI/UI entry point — no user-facing surface invokes simulateWorkflow. Only exported via workflows/index.ts and exercised by tests.","Tested by src/test/workflow-simulate.test.ts. Cost/duration are crude linear heuristics (costPerNode default 1c, durationPerNode default 10s).",,2026-06-27
F-314,"workflows","Workflow test harness (golden-path expectations)","internal/testing","partial","true","As a workflow author, I want declarative test cases (inputs + mocks + expectations) that assert status/route/routing-profile/failure-type/artifacts/policy-decisions/node-output, so that I can regression-test workflow behavior deterministically.","runWorkflowTestCase() validates+preflights, walks an indegree-based execution order applying node mocks or defaultNodeResult (input passes inputs through, gate uses mockPass/failureTypeOnFail, artifact emits a path), stops on first failed node, then evaluates each expectation and returns a WorkflowTestResult. formatWorkflowTestFailures renders human-readable failures.","runWorkflowTestCase() | formatWorkflowTestFailures()","src/workflows/tests.ts:64 | src/workflows/tests.ts:209 | src/workflows/tests.ts:126","This harness simulates execution with its own mock walker; it does NOT run the real runWorkflow engine, so the two execution semantics (e.g. loop handling, failure-edge routing) can diverge. No CLI/command exposes it. | loop nodes are not specially handled in its execution order.","Tested by src/test/workflow-tests.test.ts. A separate evaluator from the runner — useful but not the same code path users actually run.",,2026-06-27
F-315,"workflows","Bounded recursive loop executor (WL-1.2)","internal/engine","complete","true","As a workflow author, I want loop nodes that re-run a body until a stop condition with hard budget/iteration/time ceilings and no-progress detection, so that self-correcting (generate-verify-revise, retry, best-of-N) loops can never run unbounded.","runLoopNode() reads policy (maxIterations default 3, maxDepth, maxCostCents, maxWallTimeMs from config or node.budget), loops the injected body executor, exits 'completed' on body success, and halts with a typed reason on: HALT signal, cost ceiling, wall-time ceiling, same-failure-type repeated noProgressAfter times, unchanged output, human-required failure, non-retryable failure, or max iterations. Emits started/retrying/escalated/halted/human_required events with iteration index. resolveLoopBodyNodes derives the ordered body subgraph from edges (or trusts config.bodyNodes). loopStopReason maps to RunStopReason.","runLoopNode() | resolveLoopBodyNodes() | loopStopReason()","src/workflows/loops.ts:159 | src/workflows/loops.ts:41 | src/workflows/loops.ts:341","Loop config declares loop 'kind' patterns (retry / generate-verify-revise / retrieve-diagnose-reretrieve / best-of-N / mutation-test-strengthen) but readPolicy/runLoopNode do not branch on kind — all kinds run the same generic loop; the named patterns are documentation, not distinct behaviors. | config.stopOn / config.noProgress expression strings are declared in LoopNodeConfig but never evaluated.","Tested by src/test/workflow-loops.test.ts. The runner integrates loops inline (runner.ts:362) re-deriving body ids via its own loopBodyIds rather than resolveLoopBodyNodes.",,2026-06-27
